10,0,0.4584073464102070
10,1,0.8584073464102069
10,2,0.4584073464102070
10,3,0.4584073464102070
10,4,0.0584073464102071
10,5,0.0584073464102071
10,6,-0.3415926535897933
10,7,-0.3415926535897933
10,8,-0.7415926535897932
10,9,-0.7415926535897932
10,10,-0.3415926535897933
10,11,-0.3415926535897933
10,12,-0.7415926535897932
10,13,-0.7415926535897932
10,14,-1.1415926535897931
10,15,-1.1415926535897931
100,0,0.0984073464102071
100,1,0.1784073464102067
100,2,-0.2215926535897932
100,3,0.2184073464102068
100,4,0.1784073464102067
100,5,0.1784073464102067
100,6,-0.1015926535897931
100,7,-0.1415926535897931
100,8,-0.0215926535897930
100,9,-0.1015926535897931
100,10,0.2584073464102068
100,11,-0.1015926535897931
100,12,-0.1015926535897931
100,13,0.2184073464102068
100,14,-0.1415926535897931
100,15,-0.3815926535897933
1000,0,-0.0855926535897931
1000,1,0.0864073464102071
1000,2,-0.0575926535897930
1000,3,0.1264073464102067
1000,4,-0.0135926535897930
1000,5,-0.0455926535897930
1000,6,-0.0295926535897930
1000,7,-0.0335926535897930
1000,8,0.0184073464102070
1000,9,-0.0135926535897930
1000,10,0.0184073464102070
1000,11,0.0424073464102070
1000,12,-0.0175926535897930
1000,13,0.0624073464102071
1000,14,-0.0095926535897930
1000,15,-0.0415926535897930
10000,0,-0.0283926535897931
10000,1,0.0260073464102071
10000,2,-0.0091926535897930
10000,3,0.0236073464102069
10000,4,-0.0079926535897932
10000,5,0.0356073464102069
10000,6,-0.0039926535897932
10000,7,-0.0207926535897931
10000,8,-0.0091926535897930
10000,9,-0.0031926535897933
10000,10,-0.0251926535897931
10000,11,-0.0003926535897931
10000,12,-0.0055926535897930
10000,13,-0.0087926535897931
10000,14,-0.0259926535897930
10000,15,0.0216073464102067
100000,0,-0.0039926535897932
100000,1,0.0052073464102067
100000,2,-0.0053526535897932
100000,3,0.0028073464102070
100000,4,-0.0098326535897932
100000,5,-0.0017126535897933
100000,6,-0.0033126535897932
100000,7,0.0007273464102067
100000,8,0.0033673464102071
100000,9,-0.0004726535897932
100000,10,-0.0087126535897930
100000,11,0.0014073464102067
100000,12,-0.0033126535897932
100000,13,0.0104473464102068
100000,14,-0.0016326535897933
100000,15,0.0021273464102070
1000000,0,0.0001673464102070
1000000,1,-0.0039966535897933
1000000,2,0.0005713464102071
1000000,3,-0.0018326535897932
1000000,4,-0.0005566535897930
1000000,5,-0.0024166535897931
1000000,6,-0.0014326535897933
1000000,7,-0.0021046535897931
1000000,8,0.0004793464102071
1000000,9,0.0009873464102070
1000000,10,-0.0004046535897930
1000000,11,-0.0004046535897930
1000000,12,0.0018193464102070
1000000,13,0.0023953464102067
1000000,14,-0.0003686535897933
1000000,15,-0.0004326535897929
10000000,0,0.0006661464102069
10000000,1,-0.0013502535897931
10000000,2,-0.0002806535897930
10000000,3,0.0006105464102069
10000000,4,-0.0002642535897932
10000000,5,0.0006113464102069
10000000,6,-0.0001994535897931
10000000,7,-0.0000962535897933
10000000,8,-0.0006134535897933
10000000,9,0.0004925464102068
10000000,10,-0.0008626535897931
10000000,11,0.0010325464102068
10000000,12,0.0014589464102071
10000000,13,0.0008061464102069
10000000,14,0.0002369464102068
10000000,15,0.0001189464102067
100000000,0,0.0002301064102070
100000000,1,-0.0002271735897930
100000000,2,0.0000594264102070
100000000,3,0.0000401064102067
100000000,4,0.0001299464102069
100000000,5,0.0001139064102067
100000000,6,0.0002041464102067
100000000,7,-0.0002244535897931
100000000,8,0.0002166264102068
100000000,9,-0.0000593335897929
100000000,10,0.0001297464102068
100000000,11,0.0001097064102069
100000000,12,0.0003296264102071
100000000,13,-0.0000260935897933
100000000,14,-0.0000717335897931
100000000,15,0.0001955064102068
